,Like count,Retweet count,Source,User location,date,tweet,tweet_id
23,0.0,0.0,Google,kawasaki,2019-11-01 22:33:17,"Porsche Taycan Turbo S vs #Tesla Model S: DRAG RACE, FULL REVIEW AND...Top Gear https://t.co/oMgdO4X8xr",1.1903964190914232e+18
24,51.0,12.0,Twitter for iPhone,"Tulsa, OK",2019-11-01 22:35:26,I don’t think most people realize how much @elonmusk walked back claims about @Tesla autonomy in the Q3 earnings call. I detailed the evolution here - https://t.co/5Hlgyx6hUU $tsla $tslaq #tesla #Autopilot #AI,1.1903969601314324e+18
25,2.0,0.0,Twitter for iPhone,"Provo, UT USA",2019-11-01 23:27:26,@Teslarati The show specifically showed them out the Porsche in launch mode. They should have shown the Tesla in ludicrous mode. Clearly it wasn’t. Horrible comparison from a show I enjoy. Very disappointing. #lowgear #Tesla,1.1904100445771776e+18
26,1.0,0.0,Twitter for iPhone,United States,2019-11-01 23:21:01,Just ordered my second Tesla.  I’ll have the Model 3 and the Model X. Nothing can beat the performance and benefits of what you get with Tesla #Tesla #elonmusk Tesla is a product and vision people just absolutely accept once they try it.  Brilliant engineering,1.1904084320602317e+18
27,0.0,0.0,Twitter for iPhone,"New York, USA",2019-11-01 22:37:58,@bEEarCUB @elonmusk @Tesla I should have got it when it was 2k extra 🤦‍♂️. IDK exactly what the price of FSD was when I bought my #model3. First photo is what I paid in June of 2018 for my #tesla. Compare that to the other photo of the exact car today but with FSD 🤷🏼‍♂️. FSD option is $7k. I paid $8k in total. https://t.co/IhjJvQbH55,1.1903975997250806e+18
28,3.0,0.0,Twitter Web App,"San Francisco, CA, USA",2019-11-01 22:03:30,Finally a candy from @LoftyPursuits that @Vinesintime can approve of! #Tesla #Starman #candy  https://t.co/yInG8fhkW3,1.1903889254051267e+18
29,0.0,0.0,Twitter for Android,"Droitwich, England",2019-11-01 22:33:41,"Last project before the honeymoon 

#tesla #modelX winter protection detail finished with #autoSmart aqua seal pro

#snowFoam pre wash
#doubleBucket wax shampoo safe wash
#clayBar decontamination
#paintProtection
#winterReady 
#detailingWorldOfficial
#selectedautos 
#hagley https://t.co/fg3axpTcei",1.1903965202705654e+18
30,0.0,0.0,Twitter Web App,,2019-11-01 23:38:12,"The Tesla Model 3 is missing some paint where the sun don't shine...does it matter to you?
Check it out here &gt;&gt;&gt; https://t.co/GPqNCZYQEh

#Tesla #TeslaModel3 #electriccars #ElectricVehicle #qualitycontrol #renewableenergy https://t.co/5wRRsPD1GX",1.1904127544458813e+18
31,0.0,0.0,Twitter Web App,"Suite 9 - 636 Clyde Avenue West
West Vancouver, British Columbia",2019-11-01 23:12:58,#westvancouver #westvan #tutor #math #study #math4me #learn #vancouver #bc #teacher #tution #newyear #newme #2019 #bccurriculum #exams #facts #interesting #puzzle #vancity #Canadians #famous #tesla #coffee #apples #doors #summer #learn #learnahead https://t.co/Eq3rgJD43i,1.1904064075410514e+18
32,0.0,0.0,Twitter Web App,"台北市, 台灣",2019-11-01 23:33:58,"@car_watch Phillip
@Fhillif
·
10月30日
Share my referral link you and anyone to buy a Tesla will receive 1,500 free Supercharger km!~ https://t.co/DRVCGBXvX8
#Tesla 
#Model3 
#modelS
#ModelX
#modelY",1.1904116919739924e+18
33,0.0,0.0,Twitter for Android,"Culiacán, Sinaloa, México,",2019-11-01 22:42:30,"#Google ya alcanzó la supremacía cuántica, #Tesla está desarrollando un automóvil autónomo, se realizan transplantes de cara y los putos cajeros automáticos solo dan múltiplos de $100.  

El siglo 21 da un paso para adelante y 17 patrás puta madre a la verga.",1.190398737421615e+18
34,1.0,0.0,Twitter Web App,"Queensland, Australia.",2019-11-01 23:43:51,"@observationpt @VernVeitch No, the #Tesla batteries CANNOT support #SouthAustralia when the wind doesn't blow at night etc.  It has limited capacity (about 2% of requirement?). What it does well as react to small drops, with excellent response times (which is VERY profitable).",1.1904141774723686e+18
35,1.0,0.0,Twitter Web App,The Bay,2019-11-01 22:29:33,"OoOOoo word on the street is Kettlemen City SC station is getting half their stalls upgraded to V3 right now!  Look for reduced usage for now, but once they open this half up, enjoy the blazing speed! #tesla #teslamodel3 #model3 #sc",1.190395480405971e+18
36,173.0,18.0,Twitter for iPhone,"Central Coast, New South Wales",2019-11-01 21:54:56,"Hey @Tesla and @elonmusk, at four years old you’ve won another fan! I see a #tesla in her future! #model3 #Model3AU https://t.co/sXjYmKE9FS",1.190386768790483e+18
37,1.0,0.0,Twitter for iPhone,"Kentucky, USA",2019-11-01 22:03:49,"@Tesla is confident that by the time the Model Y releases FSD will be feature complete. When you look on the web site. It doesn’t say coming next year.  If you order it with Model Y, you will get a FSD feature complete Tesla. #tesla #ModelY https://t.co/DrwbgymYoZ",1.1903890027817615e+18
38,0.0,0.0,Twitter for Android,"Colorado, USA",2019-11-01 22:53:17,@BetteMidler @nytimes I have one word: #Tesla.,1.190401452449026e+18
39,0.0,0.0,Twitter for iPhone,critic. film. theatre,2019-11-01 22:30:35,"#TheCurrentWar hugely interesting for the extremely competitive business environment and life-changing scientific developments. 
#Westinghouse #Edison #Tesla #GeneralElectric #BenedictCumberbatch Michael Shannon @TomHolland1996 #NewYork #Tokyo #Zurich #London https://t.co/1N7T7BINju",1.1903957378567578e+18
40,3.0,0.0,Twitter for iPhone,"London, UK",2019-11-01 22:37:10,No free #super #charging for us #poor #Tesla #Model3 owners but still way #cheaper than #ICE @TeslaSono @TeslaOwnersUK @TeslaDriverUK @Tesla @Model3Owners @TeslaInTheUK @TeslaTested @HiltonHotels @SurreyEVs @evplugged https://t.co/QtFNSXyNzU,1.190397395131097e+18
41,0.0,0.0,NUS Trivia,"Vancouver, British Columbia",2019-11-01 23:19:05,"Tesla Model Y spotted driving side by side with Model 3, other cars in best size comparison yet - Electrek 
https://t.co/1Xqgdb5KLv  #Model #Tesla #Alto #tech https://t.co/zrR3QHpesW",1.1904079449421783e+18
42,10.0,0.0,Twitter for iPhone,Vancouver,2019-11-01 23:35:20,Met a fellow Model 3 owner at 1010Tires today. Getting his winter tires/wheels on.  Both noticed we had exact same wheel/tire combo. 18” Michelin X-ice i3 and Fast FC04 . He was going down from his performance spec 20” tires to the 18’s. @TeslaOwnersBC #tesla https://t.co/EO0xNAd7rI,1.1904120362382746e+18
43,0.0,2.0,Twitter Web App,"Seattle, WA",2019-11-01 23:05:43,"#AutoNews:

#ElonMusk Warns #Tesla “Full #SelfDriving” Goes Up Tomorrow. Do The Numbers Make Sense?

#GM #recalls 638,000 US #SUVs, trucks for unintended #braking

Read more » https://t.co/5h8LyCh6u1

---
#teslamodels #SelfDrivingCar #SelfDrivingCars #TeslaServiceIssues https://t.co/m1FAl49Yq0",1.1904045813578056e+18
44,2.0,1.0,Twitter for iPhone,"New York, NY",2019-11-01 22:34:01,Family Friday Travel⚡️🔋 #RideBound #Bound  #Tesla #Boston #NYC https://t.co/u74aHz6hzh,1.1903966030577418e+18
45,4.0,2.0,Twitter Web Client,Earth,2019-11-01 23:57:13,"Can You Survive Off-Grid with Tesla Solar &amp; Powerwalls? 
“200+ hours off grid testing during 3 winter storms.” 

https://t.co/MeEeiYzKOz RT@TeslaNY $TSLA #Tesla #EV #Solar #Powerwall #EnergyStorage https://t.co/qczhCLuFpL",1.1904175405745644e+18
46,3.0,1.0,Twitter for Android,miasto seksu i biznesu.,2019-11-01 22:37:46,"Jacys fanboje Tesli here? 🤔🧐

#Tesla #cars #realenginesmakeswrumwrumsounds 
#inline4sucks https://t.co/2ppd5hOjOZ",1.1903975492676198e+18
47,0.0,0.0,Twitter Web App,"Meppel, Netherlands",2019-11-01 23:10:29,"@timbales Kwiebes die al miljarden uitgaf bij @Belastingdienst voor te mooie vertrekregeling. 
Daarna na plug-in hybride debacle vrolijk dat 10x meer maakte met #tesla subsidie voor happy-few. Duurste manier ooit om geen #CO2 te besparen.
Kabinet neemt extra blunders om doelen te missen",1.1904057809372815e+18
48,0.0,0.0,Twitter Web App,World,2019-11-01 22:05:05,"S3XY 

#Tesla
#ModelY https://t.co/nKTsvx1P2x",1.1903893238515876e+18
49,0.0,0.0,Twitter for iPhone,,2019-11-01 21:54:38,"@PlainSite @orthereaboot The only examples we hear about are when #Tesla has been so sloppy that they accidentally left evidence behind.  Not saying it happens on most $TSLAQ cars, but this issue is “orders of magnitude” larger than evidence would suggest. /end",1.1903866915398984e+18
,Like count,Retweet count,Source,User location,date,tweet,tweet_id
0,0.0,0.0,Twitter Web App,Canada,2019-11-01 21:13:55,Winter is coming! Enter to win a set of mud flaps/splash guards for your #Model3 #tesla https://t.co/H1QxnWTpBh,1.1903764449096417e+18
1,29.0,9.0,Twitter for iPad,"Long Island, NY",2019-11-01 21:32:50,Can You Survive Off-Grid with Tesla Solar &amp; Powerwalls? ☀️🔋❄️ “200+ hours off grid testing during 3 winter storms.” 👍 https://t.co/oV9I44lMz9 $TSLA #Tesla #EV #Solar #Powerwall #EnergyStorage https://t.co/zuyGFvRFR7,1.1903812081627054e+18
2,0.0,0.0,GroupTweet,Wall St,2019-11-01 21:44:37,via GerberKawasaki: LOL- #tesla $TSLA $tsla,1.190384173938303e+18
3,0.0,0.0,Twitter for iPhone,,2019-11-01 21:24:59,Loving to watch series with my son during super charging. Thanks #Tesla for quality time. https://t.co/HIkfTEMxuV,1.190379230510682e+18
4,2.0,0.0,Twitter for iPhone,In je TL ,2019-11-01 20:44:41,"@ArthurSKM Dat is de nieuwe parkeersoftware van #Tesla aan het werk, of niet @ton_aarts 

https://t.co/nxRq3eWUoi",1.1903690895224054e+18
5,63.0,13.0,Twitter for iPhone,"Ontario, Canada",2019-11-01 21:34:12,The #Tesla #Model3 becomes the first all Electric Vehicle to be approved for use as a Taxi Cab 🚕 in New York City https://t.co/SkgGXTGR2j https://t.co/UMQ8aKbW5w,1.1903815492769137e+18
6,3.0,0.0,Twitter for Android,"Nova Scotia, Canada",2019-11-01 21:01:14,@FordCanada @FordPerformance Took a ride in a Tesla the other day. Was awesome. #tesla #awesome,1.1903732543111373e+18
7,1.0,0.0,Twitter for iPhone,United Kingdom,2019-11-01 20:36:33,Does anyone realise how much cash is sat under the Tesla storage business??? It’s phenomenal- Tesla will eclipse all of the FAANGS 👏🏻👍🏻 Go #tesla #tsla @tesla,1.1903670439981588e+18
8,9.0,0.0,Twitter for iPhone,Asunción - Paraguay,2019-11-01 20:23:22,"#Tesla El Ing. Luis Alberto Lima Morra, presidente del CONACYT da la bienvenida a la Conferencia “Tesla: Espíritu, Obra y Visión” https://t.co/vBuVTCu38m",1.190363725066363e+18
9,1.0,0.0,Twitter for iPhone,,2019-11-01 21:45:05,"@PlainSite @orthereaboot #Tesla has nobody to be accountable to other than its adoring fans.  Glitches with odometers in $TSLAQ cars have been well documented.  In most other cars used or new this gets recorded as “not actual mileage” on the title, which crushes resale value. 4/n",1.1903842876374835e+18
10,0.0,0.0,Cloohawk,"Denver, CO",2019-11-01 21:13:08,"ELON MUSK has revealed the secret to success behind his company SpaceX, after the CEO showed off his new planet-hopping rocket, the Starship. #tesla https://t.co/H9divtcr2t https://t.co/D0k2mC5aGF",1.1903762477606994e+18
11,1.0,0.0,Paper.li,"Boston, MA",2019-11-01 20:37:56,The latest #Conehenge Chronicle! https://t.co/ZdWoff5p5Y Thanks to @MissLouMae #tesla #news,1.1903673889419018e+18
12,3.0,0.0,Twitter for iPhone,,2019-11-01 21:33:53,"@PlainSite @orthereaboot The reason that odometer fraud and registration fraud are so rare outside of #Tesla is mostly due to dealerships.  When they take delivery of a new car from manufacturer the change of ownership and mileage are noted.  This doesn’t happen w/ $TSLAQ
2/n",1.190381471229522e+18
13,3.0,0.0,Twitter for iPhone,,2019-11-01 21:29:07,"@PlainSite @orthereaboot I spent a lot of time researching this a few months ago.  It appears that selling used as new phenomenon is linked to odometer and/or registration fraud.  Two problems that are virtually unheard of outside of #Tesla. 1/n
$TSLAQ
$TSLA",1.1903802710964675e+18
14,0.0,0.0,Twitter for iPad,random,2019-11-01 20:31:44,"Italy Boosting Taxes On Combustion Engine Corporate Cars

#Tesla #EV",1.1903658284259287e+18
15,3.0,0.0,Twitter for Android,"Royton, Lancashire ",2019-11-01 21:00:44,"Well our first full experience of #Tesla has ended, but WOW. We've been amazed at how many other Teslas where at superchargers, average was 5 cars inc us. Mostly model S, and seen 2 model 3s. Never once been low on range, car excelled itself. Charging so,so easy. @Tesla 😲😲🏎🏎 https://t.co/0DgeV9HZab",1.190373129291522e+18
16,0.0,1.0,Twitter Web App,,2019-11-01 21:37:56,"A SUPERB #Domain For Sale!

https://t.co/h3FaEa7EBV
VehicularAutonomy .com

#Branding
#Startup #Auto #Cars #ICANN
#bigdata #Ai #Google #Tesla
#Marketing #Germany #China #UK
#SocialMedia #Canada #AutonomousVehicles 
#VR #Domaining #autonomousdriving 
#tech #AI #IOT  #App #domains https://t.co/DQTzgZUEjZ",1.1903824900844995e+18
17,0.0,0.0,Twitter for Android,"Ferntree Gully, VIC, Australia",2019-11-01 21:25:40,"#Tesla may supply #batteries and #drivetrains for #FiatChrysler #EVs in the future, says CEO
https://t.co/4DbG7K2aFi #autonews #ElectricVehicles #investmentnews #batterytechnology #batterytechnology #autoproduction",1.1903794028125225e+18
18,0.0,1.0,Twitter Web App,,2019-11-01 21:39:30,"A SUPERB #Domain 4 Sale!

https://t.co/h3FaEa7EBV
VehicularAutonomy .com

#Branding
#Startup #Auto #Cars #ICANN
#bigdata #Ai #Google #Tesla
#Marketing #Germany #China #UK
#SocialMedia #Canada #AutonomousVehicles 
#VR #Domaining #autonomousdriving 
#tech #AI #IOT  #App #domains https://t.co/9lBkmoRX6c",1.190382885435392e+18
19,0.0,0.0,Twitter for iPhone,West Mains Ingliston Edinburgh EH28 8LT,2019-11-01 21:16:59,"Welcome to #Edinburgh #BrewDogairlines If you’re looking to add a little additional coolness to the experience, we’d love to get involved.
#tesla #airporttransfers @BrewDog",1.1903772186623795e+18
20,1.0,0.0,Superchargers,"Massachusetts, USA",2019-11-01 20:51:02,The little things https://t.co/jhJk1NyDT8 #Tesla $TSLA @tesla https://t.co/AgWWpwz2E2 https://t.co/fk6mE9mDx1,1.1903706881646182e+18
21,3.0,0.0,TweetDeck,,2019-11-01 20:24:17,Is dit een vaarwel of een tot ziens van @elonmusk? #Tesla https://t.co/DIPnXsnzHr,1.1903639571329638e+18
22,0.0,0.0,Twitter for iPhone,LA,2019-11-01 20:38:33,And the funny thing is @tesla guaranteed to me before buying the car that there are plenty of Tesla certificated shops in #michigan in case of any accident. 6 weeks and still counting... #tesla #TeslaServiceIssues,1.1903675468574147e+18
23,0.0,0.0,Twitter Web App,,2019-11-01 21:39:14,"The Tesla Model Zero (zero ?) and the Tesla Pickup... any connection...maybe...
See details here &gt;&gt;&gt; https://t.co/WBb7MYKm3i

#TeslaPickup #Tesla #ElectricVehicles #ElectricTruck #RenewableEnergy https://t.co/PM6EYf27dW",1.190382816955175e+18
24,0.0,0.0,Twitter Web App,"San Francisco Bay Area, CA",2019-11-01 21:08:49,People are panning #TheCurrentWar but I've got to admit I loved this film #edison #tesla #westinghouse @PGE4Me https://t.co/3qDTGVk5vX,1.1903751643592663e+18
25,0.0,0.0,Twitter Web App,Houston TX USA,2019-11-01 20:55:06,"Alas, not a #Tesla.
#MyFirstCarIn4Words https://t.co/dN3YDsQuQa",1.190371712111698e+18
26,0.0,0.0,Twitter Web App,"Walnut Creek, CA",2019-11-01 21:47:26,Happy Friday!!! Here is our #videooftheday for Friday and I am going to talk on this #tesla https://t.co/gqLQ5tBfVv,1.1903848820876452e+18
27,1.0,0.0,Twitter for iPhone,,2019-11-01 21:50:31,"@PlainSite @orthereaboot Most used #Tesla cars get resold back to $TSLAQ who has no incentive to catch odometer history discrepancy.  B/c the system is a closed loop, $TSLA can get away with this and leave virtually no evidence, especially if the original sale(s) were never registered. 5/n",1.1903856585205924e+18
28,0.0,0.0,Twitter Web App,Hudson Valley + NYC,2019-11-01 20:47:41,"Breaking.  #tesla #nhtsa
https://t.co/d1sWDj83ne",1.190369844593447e+18
29,0.0,1.0,Twitter Web App,Canada,2019-11-01 21:12:59,Still time to enter our giveaway for a NEW TESLA!! #teslagiveaway #contest #tesla $TSLA https://t.co/uE9OVUpDc9,1.1903762097392108e+18
30,0.0,0.0,LinkedIn,"Toulon, France",2019-11-01 20:25:33,"Elon Musk released a video of someone throwing a pumpkin at Tesla Solar Roof V3 glass and the “Solarglass” won, but questions about the longevity of the product remain #elonmusk #tesla #solarrooftop #halloween https://t.co/o9oi2fB4cU",1.1903642722133197e+18
31,1.0,0.0,Twitter for Android,Germany,2019-11-01 20:52:35,@TSLAQGuts @alex_avoigt You need some 👓. You know what Range Mode is? #BigAuto often calls it Eco Mode. So basically Taycant barely beats the #ModelS while the S was in Eco Mode. If @TopGear_BBCA aka #TopSmear™ has the guts to invite @DragTimes for another try you'll 👁️ what a #Tesla is capable of! https://t.co/16w6FxPiaq,1.1903710783313428e+18
32,0.0,0.0,Twitter Web App,"Sacramento, CA",2019-11-01 20:51:13,"The #Tesla Powerwall charges by day, and stores the energy until the home needs it at night-- or during a power outage. The Powerwall is a key component of Zero Net Energy homes, and being self-sufficient independent of public utilities. #PGEpowershutdown https://t.co/XQaLJxjS1y",1.1903707321208218e+18
33,2.0,2.0,Facebook,Bishop Auckland,2019-11-01 21:21:24,"Ever wanted to see the much talked about #Tesla?

Why come to the launch event of the Electric Vehicle Roadshow in Bishop Auckland this Monday 4th November from 10am and see impressive range of... https://t.co/jjCaFYWSCD",1.19037832866816e+18
34,0.0,0.0,Twitter for iPhone,West Mains Ingliston Edinburgh EH28 8LT,2019-11-01 21:30:44,Going to the  #BAFTAScot19 this Sunday? Make a head turning entrance and arrive in a #chauffeurdriven #zeroemission  #veganfriendly #Tesla enquiries@Ecosse-ev.com https://t.co/ownHPi8pC6,1.1903806776671805e+18
35,0.0,0.0,Twitter for Android,Brasil,2019-11-01 21:05:50,https://t.co/RgH7I9OOu1 #Bateria #Tesla #carros elétricos #bateria de lítio via @OlharDigital,1.190374410227798e+18
36,0.0,0.0,Twitter for iPhone,"Tanger, Royaume du Maroc",2019-11-01 21:01:54,#Tesla #ModelY #prototype #spotted cruising along a #California #highway (via #TheAppleTree) https://t.co/TbRUJKwJ1P,1.1903734203888312e+18
37,0.0,0.0,TezLab Supercharger Bot,,2019-11-01 21:38:22,"🚨 Problem Reported - Redondo Beach #Supercharger

Stall 1A would not start charging even though the car recognizes the supercharger. 
Stall: 1A

View more in #TezLab App
#Tesla
#US_CA",1.1903826007010386e+18
38,1.0,0.0,Twitter for iPhone,,2019-11-01 21:38:02,@PlainSite @orthereaboot Credibility is too important for dealerships so they don’t pull any stunts w/ odometers which could jeopardize the whole business.  #Tesla has no system of accountability and they are fearful of 🍋 returns so they delay registering the change of title. 3/n,1.1903825155734692e+18
39,59.0,3.0,Twitter for iPhone,"Florida, USA",2019-11-01 21:27:03,Parked the Jupiter 2 on the top floor so I can keep an eye on her 🛸 #tesla #unpluggedperformace https://t.co/N3hoR0pKTT,1.1903797501890765e+18
40,0.0,0.0,Twitter Web App,The Bay,2019-11-01 21:22:36,In case you missed it! #tesla #teslamodel3 #model3 #teslachina #ev https://t.co/WrKybEeFll,1.1903786297351455e+18
41,2.0,1.0,Twitter Web App,Asunción - Paraguay,2019-11-01 20:54:56,"Estamos en vivo📽️
Mirá la Conferencia sobre #Tesla, a través de este enlace: https://t.co/T6NZBVM6fw https://t.co/apeBLHDZSI",1.1903716705670717e+18
42,14.0,0.0,Twitter for iPhone,where the Teslas roam free,2019-11-01 21:34:06,The rise &amp; fall of Ziggy Stardust ⚡️ #tornado #Tesla  🌪 🚘 Bent kitty nose! T😻sla #frunkkitty 💔 https://t.co/8NoNLO82qo,1.1903815269256315e+18
43,0.0,0.0,Twitter Web App,Costa Rica,2019-11-01 21:34:39,"#PuroMotor @Tesla, demandada por la muerte de un conductor atrapado https://t.co/B0YKoMEaPX #Tesla https://t.co/87qDb0eXw7",1.1903816627372237e+18
44,0.0,0.0,Twitter for iPhone,"Colorado, USA",2019-11-01 21:34:10,"#Tesla buy it, keep it, believe in it. https://t.co/E9ydi99Pmw",1.1903815409556111e+18
45,5.0,0.0,Twitter for iPhone,,2019-11-01 21:50:56,Clash of the titans this morning on the way to work #Tesla vs #GolfGti   Both fabulous in the their time https://t.co/fZURbZvusR,1.190385761025233e+18
46,0.0,0.0,Twitter for Android,World,2019-11-01 20:25:52,"""The following are the top five equity holdings for millennials, acc to Apex: 
Apple ( $AAPL ), which made up 11.4% of holdings.
Amazon ( $AMZN ), which made up 11.4% of holdings.
Tesla ( $TSLA ), which made up 5.9% of holdings...""

#Tesla
#Millennials

https://t.co/56KqP2UC8I",1.1903643526684099e+18
47,1.0,0.0,Twitter for Android,"Ferntree Gully, VIC, Australia",2019-11-01 21:27:58,"#Tesla Global VP surprises with #Gigafactory 3’s initial #Model3 #productiontarget
https://t.co/T5Mtx0g20x #autonews #ElectricVehicles #autoproduction #KPIs #production",1.1903799812154532e+18
48,1.0,0.0,Twitter for iPhone,"New Jersey, USA",2019-11-01 20:59:40,"@vincent13031925 @Tesmanian_com @elonmusk @Tesla The picture speaks volumes in a quiet &amp; reassuring way. 
I’ve managed, contracted &amp; surveyed many factories in China. The workers are dedicated, focused, hardworking &amp; have a passion for Quality. 
I have no reservations that they will amaze and execute Go #Tesla @elonmusk",1.190372858825851e+18
